title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,day,hour,day_of_week,quarter,magnitude_from_title,city,location_country,magnitude_category,depth_category,seismic_energy,alert_level,distance_from_equator,time_of_day,season,magnitude_depth_ratio,is_coastal
"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,2010-06-16 03:58:00,0,7,unknown,0,670,us,309,0.0,25.0,mwc,10.5,-2.329,136.484,"Biak, Indonesia",Unknown,Indonesia,2010,6,16,3,2,2,6.6,Biak,Indonesia,Great,Very Shallow,501187233627271.44,unknown,2.329,Night,Spring,0.6285714285714286,True
"M 7.0 - 121 km SSE of Biak, Indonesia",7.0,2010-06-16 03:16:00,3,7,unknown,0,755,us,307,0.0,18.1,mwc,18.0,-2.174,136.543,"Biak, Indonesia",Unknown,Indonesia,2010,6,16,3,2,2,7.0,Biak,Indonesia,Great,Very Shallow,1995262314968882.8,unknown,2.174,Night,Spring,0.3888888888888889,True
"M 7.5 - Nicobar Islands, India region",7.5,2010-06-12 19:26:00,6,5,unknown,0,1144,us,514,0.0,18.6,mwc,35.0,7.881,91.936,"Nicobar Islands, India region",Unknown,India region,2010,6,12,19,5,2,7.5,Nicobar Islands,India region,Severe,Very Shallow,1.1220184543019652e+16,unknown,7.881,Evening,Spring,0.21428571428571427,True
"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,2010-05-27 17:14:00,5,6,unknown,0,804,us,327,0.0,11.7,mwc,31.0,-13.698,166.643,"Sola, Vanuatu",Unknown,Vanuatu,2010,5,27,17,3,2,7.2,Sola,Vanuatu,Severe,Very Shallow,3981071705534985.5,unknown,13.698,Afternoon,Spring,0.23225806451612904,True
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,2010-05-09 05:59:00,5,6,unknown,0,918,us,611,0.0,20.6,mwc,38.0,3.748,96.018,"Meulaboh, Indonesia",Unknown,Indonesia,2010,5,9,5,6,2,7.2,Meulaboh,Indonesia,Severe,Very Shallow,3981071705534985.5,unknown,3.748,Night,Spring,0.18947368421052632,True
"M 6.9 - 233 km NNW of Qamdo, China",6.9,2010-04-13 23:49:00,6,9,unknown,0,773,us,410,0.0,14.9,mwc,17.0,33.165,96.548,"Qamdo, China",Asia,People's Republic of China,2010,4,13,23,1,2,6.9,Qamdo,China,Great,Very Shallow,1412537544622761.2,unknown,33.165,Evening,Spring,0.40588235294117647,True
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,2010-04-11 09:40:00,4,5,unknown,0,740,us,399,0.0,12.1,mwc,21.0,-10.878,161.116,"Kirakira, Solomon Islands",Unknown,Solomon Islands,2010,4,11,9,6,2,6.9,Kirakira,Solomon Islands,Great,Very Shallow,1412537544622761.2,unknown,10.878,Morning,Spring,0.32857142857142857,True
"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,2010-04-06 22:15:00,0,7,unknown,0,936,us,352,0.0,19.2,mwc,31.0,2.383,97.048,"Sinabang, Indonesia",Unknown,Indonesia,2010,4,6,22,1,2,7.8,Sinabang,Indonesia,Catastrophic,Very Shallow,3.162277660168379e+16,unknown,2.383,Evening,Spring,0.25161290322580643,True
"M 7.2 - 12km SW of Delta, B.C., MX",7.2,2010-04-04 22:40:00,9,9,red,0,2910,ci,10,0.5137,239.0,mw,9.987,32.2862,-115.295,"Delta, B.C., MX",North America,Mexico,2010,4,4,22,6,2,7.2,Delta,MX,Severe,Very Shallow,3981071705534985.5,red,32.2862,Evening,Spring,0.7209372183838991,True
"M 6.6 - 217 km N of Bamboo Flat, India",6.6,2010-03-30 16:54:00,5,6,unknown,0,701,us,413,0.0,16.7,mwc,34.0,13.667,92.831,"Bamboo Flat, India",Unknown,India,2010,3,30,16,1,1,6.6,Bamboo Flat,India,Great,Very Shallow,501187233627271.44,unknown,13.667,Afternoon,Winter,0.1941176470588235,True
"M 6.7 - 52 km NNW of Tomé, Chile",6.7,2010-03-16 02:21:00,5,6,unknown,0,856,us,312,0.0,34.7,mwc,18.0,-36.217,-73.257,"Tomé, Chile",Unknown,Chile,2010,3,16,2,1,1,6.7,Tomé,Chile,Great,Very Shallow,707945784384140.2,unknown,36.217,Night,Winter,0.37222222222222223,True
"M 6.5 - 59 km ENE of Namie, Japan",6.5,2010-03-14 08:08:00,6,5,unknown,0,810,us,491,0.0,27.0,mwc,32.0,37.745,141.59,"Namie, Japan",Unknown,Japan,2010,3,14,8,6,1,6.5,Namie,Japan,Major,Very Shallow,354813389233576.06,unknown,37.745,Morning,Winter,0.203125,True
"M 7.0 - 52 km NW of Santa Cruz, Chile",7.0,2010-03-11 14:55:00,7,7,unknown,0,874,us,403,0.0,17.1,mwc,18.0,-34.326,-71.799,"Santa Cruz, Chile",South America,Chile,2010,3,11,14,3,1,7.0,Santa Cruz,Chile,Great,Very Shallow,1995262314968882.8,unknown,34.326,Afternoon,Winter,0.3888888888888889,True
"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,2010-03-11 14:39:00,7,7,unknown,0,1280,us,415,0.0,12.5,mwc,11.0,-34.29,-71.891,"Santa Cruz, Chile",South America,Chile,2010,3,11,14,3,1,6.9,Santa Cruz,Chile,Great,Very Shallow,1412537544622761.2,unknown,34.29,Afternoon,Winter,0.6272727272727273,True
"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,2010-03-05 16:07:00,4,6,unknown,0,717,us,401,0.0,23.2,mwc,26.0,-3.762,100.991,"Bengkulu, Indonesia",Unknown,Indonesia,2010,3,5,16,4,1,6.8,Bengkulu,Indonesia,Great,Very Shallow,1000000000000000.0,unknown,3.762,Afternoon,Winter,0.26153846153846155,True
"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,2010-03-05 11:47:00,7,7,unknown,0,736,us,255,0.0,27.8,mwb,18.0,-36.665,-73.374,"Talcahuano, Chile",Unknown,Chile,2010,3,5,11,4,1,6.6,Talcahuano,Chile,Great,Very Shallow,501187233627271.44,unknown,36.665,Morning,Winter,0.36666666666666664,True
"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,2010-03-04 14:02:00,0,4,unknown,0,650,us,426,0.0,18.7,mwb,176.0,-13.571,167.227,"Sola, Vanuatu",Unknown,Vanuatu,2010,3,4,14,3,1,6.5,Sola,Vanuatu,Major,Intermediate,354813389233576.06,unknown,13.571,Afternoon,Winter,0.036931818181818184,False
"M 7.4 - 124 km W of Lebu, Chile",7.4,2010-02-27 08:01:00,0,5,unknown,0,842,us,409,0.0,17.6,mwc,35.0,-37.773,-75.048,"Lebu, Chile",Unknown,Chile,2010,2,27,8,5,1,7.4,Lebu,Chile,Severe,Very Shallow,7943282347242854.0,unknown,37.773,Morning,Winter,0.21142857142857144,True
"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,2010-02-27 06:34:00,8,8,unknown,0,1991,official,454,0.0,17.8,mww,22.9,-36.122,-72.898,"Quirihue, Chile",South America,Chile,2010,2,27,6,5,1,8.8,Quirihue,Chile,Mega,Very Shallow,1e+18,unknown,36.122,Night,Winter,0.3842794759825328,True
"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7.0,2010-02-26 20:31:00,6,6,unknown,0,1180,us,487,0.0,15.7,mwc,25.0,25.93,128.425,"Katsuren-haebaru, Japan",Unknown,Japan,2010,2,26,20,4,1,7.0,Katsuren-haebaru,Japan,Great,Very Shallow,1995262314968882.8,unknown,25.93,Evening,Winter,0.28,True
"M 7.0 - 10 km SE of Léogâne, Haiti",7.0,2010-01-12 21:53:00,9,9,unknown,0,1623,us,500,0.0,22.7,mwc,13.0,18.443,-72.571,"Léogâne, Haiti",Unknown,Haiti,2010,1,12,21,1,1,7.0,Léogâne,Haiti,Great,Very Shallow,1995262314968882.8,unknown,18.443,Evening,Winter,0.5384615384615384,True
"M 6.5 - 37 km WNW of Ferndale, California",6.5,2010-01-10 00:27:00,7,7,unknown,0,1360,nc,51,0.3225,220.0,mw,28.737,40.652,-124.692,"Ferndale, California",North America,California,2010,1,10,0,6,1,6.5,Ferndale,California,Major,Very Shallow,354813389233576.06,unknown,40.652,Night,Winter,0.22618923339249053,True
"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,2010-01-05 12:15:00,3,6,unknown,0,713,us,338,0.0,15.0,mwc,15.4,-9.019,157.551,"Gizo, Solomon Islands",Unknown,Solomon Islands,2010,1,5,12,1,1,6.8,Gizo,Solomon Islands,Great,Very Shallow,1000000000000000.0,unknown,9.019,Morning,Winter,0.44155844155844154,True
"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,2010-01-03 22:36:00,5,7,unknown,0,780,us,377,0.0,15.0,mwc,10.0,-8.783,157.354,"Gizo, Solomon Islands",Unknown,Solomon Islands,2010,1,3,22,6,1,7.1,Gizo,Solomon Islands,Severe,Very Shallow,2818382931264449.0,unknown,8.783,Evening,Winter,0.71,True
"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,2010-01-03 21:48:00,5,7,unknown,0,672,us,282,0.0,16.6,mwc,10.0,-8.726,157.487,"Gizo, Solomon Islands",Unknown,Solomon Islands,2010,1,3,21,6,1,6.6,Gizo,Solomon Islands,Great,Very Shallow,501187233627271.44,unknown,8.726,Evening,Winter,0.6599999999999999,True
"M 6.5 - 92 km N of Iquique, Chile",6.5,2009-11-13 03:05:00,6,7,unknown,0,698,us,390,0.0,17.7,mwc,27.0,-19.394,-70.321,"Iquique, Chile",South America,Chile,2009,11,13,3,4,4,6.5,Iquique,Chile,Major,Very Shallow,354813389233576.06,unknown,19.394,Night,Fall,0.24074074074074073,True
"M 7.3 - 77 km ENE of Ba, Fiji",7.3,2009-11-09 10:44:00,0,4,unknown,0,820,us,430,0.0,15.0,mwc,595.0,-17.239,178.331,"Ba, Fiji",Unknown,Fiji,2009,11,9,10,0,4,7.3,Ba,Fiji,Severe,Very Deep,5623413251903491.0,unknown,17.239,Morning,Fall,0.01226890756302521,False
"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,2009-11-08 19:41:00,7,6,unknown,0,677,us,305,0.0,20.4,mwc,18.0,-8.207,118.631,"Bima, Indonesia",Unknown,Indonesia,2009,11,8,19,6,4,6.6,Bima,Indonesia,Great,Very Shallow,501187233627271.44,unknown,8.207,Evening,Fall,0.36666666666666664,True
"M 6.8 - 98 km NNE of Naze, Japan",6.8,2009-10-30 07:03:00,0,6,unknown,0,711,us,424,0.0,21.4,mwc,34.0,29.218,129.782,"Naze, Japan",Unknown,Japan,2009,10,30,7,4,4,6.8,Naze,Japan,Great,Very Shallow,1000000000000000.0,unknown,29.218,Morning,Fall,0.19999999999999998,True
"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,2009-10-24 14:40:00,4,6,unknown,0,972,us,397,0.0,11.0,mwc,130.0,-6.133,130.385,"Tual, Indonesia",Unknown,Indonesia,2009,10,24,14,5,4,6.9,Tual,Indonesia,Great,Shallow,1412537544622761.2,unknown,6.133,Afternoon,Fall,0.05307692307692308,False
"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,2009-10-08 08:28:00,0,5,unknown,0,711,us,174,0.0,30.2,mwc,35.0,-13.298,165.91,"Sola, Vanuatu",Unknown,Vanuatu,2009,10,8,8,3,4,6.8,Sola,Vanuatu,Great,Very Shallow,1000000000000000.0,unknown,13.298,Morning,Fall,0.19428571428571428,True
"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,2009-10-07 23:13:00,0,7,unknown,0,842,us,314,0.0,20.2,mwc,31.1,-13.093,166.497,"Sola, Vanuatu",Unknown,Vanuatu,2009,10,7,23,2,4,7.4,Sola,Vanuatu,Severe,Very Shallow,7943282347242854.0,unknown,13.093,Evening,Fall,0.2379421221864952,True
"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,2009-10-07 22:18:00,0,6,unknown,0,936,us,195,0.0,20.3,mwc,35.0,-12.517,166.382,"Sola, Vanuatu",Unknown,Vanuatu,2009,10,7,22,2,4,7.8,Sola,Vanuatu,Catastrophic,Very Shallow,3.162277660168379e+16,unknown,12.517,Evening,Fall,0.22285714285714286,True
"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,2009-10-07 22:03:00,4,7,unknown,0,916,us,283,0.0,23.2,mww,45.0,-13.006,166.51,"Sola, Vanuatu",Unknown,Vanuatu,2009,10,7,22,2,4,7.7,Sola,Vanuatu,Catastrophic,Very Shallow,2.2387211385683468e+16,unknown,13.006,Evening,Fall,0.1711111111111111,True
"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.6,2009-10-01 01:52:00,7,7,unknown,0,787,us,417,0.0,30.1,mwc,9.0,-2.482,101.524,"Sungai Penuh, Indonesia",Unknown,Indonesia,2009,10,1,1,3,4,6.6,Sungai Penuh,Indonesia,Great,Very Shallow,501187233627271.44,unknown,2.482,Night,Fall,0.7333333333333333,True
"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,2009-09-30 10:16:00,8,8,unknown,0,1639,us,498,0.0,14.0,mwc,81.0,-0.72,99.867,"Pariaman, Indonesia",Unknown,Indonesia,2009,9,30,10,2,3,7.6,Pariaman,Indonesia,Catastrophic,Shallow,1.5848931924611108e+16,unknown,0.72,Morning,Summer,0.09382716049382715,False
"M 8.1 - 168 km SSW of Matavai, Samoa",8.1,2009-09-29 17:48:00,7,6,unknown,0,1055,us,520,0.0,20.8,mwc,18.0,-15.489,-172.095,"Matavai, Samoa",Unknown,Samoa,2009,9,29,17,1,3,8.1,Matavai,Samoa,Mega,Very Shallow,8.91250938133744e+16,unknown,15.489,Afternoon,Summer,0.44999999999999996,True
"M 7.0 - 66 km SSW of Banjar, Indonesia",7.0,2009-09-02 07:55:00,7,7,unknown,0,1175,us,312,0.0,16.3,mwc,46.0,-7.782,107.297,"Banjar, Indonesia",Unknown,Indonesia,2009,9,2,7,2,3,7.0,Banjar,Indonesia,Great,Very Shallow,1995262314968882.8,unknown,7.782,Morning,Summer,0.15217391304347827,True
"M 6.7 - 112 km WSW of Padang, Indonesia",6.7,2009-08-16 07:38:00,5,6,unknown,0,753,us,369,0.0,14.9,mwc,20.0,-1.479,99.49,"Padang, Indonesia",Unknown,Indonesia,2009,8,16,7,6,3,6.7,Padang,Indonesia,Great,Very Shallow,707945784384140.2,unknown,1.479,Morning,Summer,0.335,True
"M 6.6 - 244 km SSE of Tateyama, Japan",6.6,2009-08-12 22:48:00,4,5,unknown,0,703,us,336,0.0,14.1,mwc,53.0,32.821,140.395,"Tateyama, Japan",Unknown,Japan,2009,8,12,22,2,3,6.6,Tateyama,Japan,Great,Very Shallow,501187233627271.44,unknown,32.821,Evening,Summer,0.12452830188679245,False
"M 7.5 - 266 km N of Bamboo Flat, India",7.5,2009-08-10 19:55:00,7,6,unknown,0,1248,us,303,0.0,18.2,mwc,24.0,14.099,92.902,"Bamboo Flat, India",Unknown,India,2009,8,10,19,0,3,7.5,Bamboo Flat,India,Severe,Very Shallow,1.1220184543019652e+16,unknown,14.099,Evening,Summer,0.3125,True
"M 7.1 - 161 km S of ?yama, Japan",7.1,2009-08-09 10:55:00,5,4,unknown,0,1005,us,447,0.0,14.2,mwc,292.0,33.167,137.944,"?yama, Japan",Unknown,Japan,2009,8,9,10,6,3,7.1,?yama,Japan,Severe,Intermediate,2818382931264449.0,unknown,33.167,Morning,Summer,0.024315068493150682,False
"M 6.9 - 96 km WNW of Bahía de Kino, Mexico",6.9,2009-08-03 17:59:00,5,7,unknown,0,1202,us,243,0.0,35.0,mwc,10.0,29.039,-112.903,"Bahía de Kino, Mexico",North America,Mexico,2009,8,3,17,0,3,6.9,Bahía de Kino,Mexico,Great,Very Shallow,1412537544622761.2,unknown,29.039,Afternoon,Summer,0.6900000000000001,True
"M 7.8 - 97 km WSW of Te Anau, New Zealand",7.8,2009-07-15 09:22:00,6,8,unknown,0,1165,us,434,0.0,16.8,mwc,12.0,-45.762,166.562,"Te Anau, New Zealand",Unknown,New Zealand,2009,7,15,9,2,3,7.8,Te Anau,New Zealand,Catastrophic,Very Shallow,3.162277660168379e+16,unknown,45.762,Morning,Summer,0.65,True
"M 6.7 - 190 km ESE of Kokopo, Papua New Guinea",6.7,2009-06-23 14:19:00,5,5,unknown,0,693,us,269,0.0,13.8,mwc,64.0,-5.157,153.782,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2009,6,23,14,1,2,6.7,Kokopo,Papua New Guinea,Great,Very Shallow,707945784384140.2,unknown,5.157,Afternoon,Spring,0.1046875,False
"M 7.3 - 46 km NW of Guanaja, Honduras",7.3,2009-05-28 08:24:00,7,8,unknown,0,1560,us,464,0.0,27.2,mwc,19.0,16.731,-86.217,"Guanaja, Honduras",Unknown,Honduras,2009,5,28,8,3,2,7.3,Guanaja,Honduras,Severe,Very Shallow,5623413251903491.0,unknown,16.731,Morning,Spring,0.38421052631578945,True
"M 7.6 - 191 km S of ‘Ohonua, Tonga",7.6,2009-03-19 18:17:00,7,5,unknown,0,916,us,504,0.0,14.0,mwc,31.0,-23.043,-174.66,"‘Ohonua, Tonga",Unknown,Tonga,2009,3,19,18,3,1,7.6,‘Ohonua,Tonga,Catastrophic,Very Shallow,1.5848931924611108e+16,unknown,23.043,Afternoon,Winter,0.24516129032258063,True
"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,2009-02-11 17:34:00,3,7,unknown,0,802,us,432,0.0,18.6,mwc,20.0,3.886,126.387,"Sarangani, Philippines",Unknown,Indonesia,2009,2,11,17,2,1,7.2,Sarangani,Philippines,Severe,Very Shallow,3981071705534985.5,unknown,3.886,Afternoon,Winter,0.36,True
"M 7.4 - 86 km WNW of Manokwari, Indonesia",7.4,2009-01-03 22:33:00,7,7,unknown,0,846,us,314,0.0,21.1,mwc,23.0,-0.691,133.305,"Manokwari, Indonesia",Unknown,Indonesia,2009,1,3,22,5,1,7.4,Manokwari,Indonesia,Severe,Very Shallow,7943282347242854.0,unknown,0.691,Evening,Winter,0.32173913043478264,True
"M 6.6 - 50 km S of Jurm, Afghanistan",6.6,2009-01-03 20:23:00,5,4,unknown,0,765,us,344,0.0,22.6,mwc,204.8,36.419,70.743,"Jurm, Afghanistan",Asia,Afghanistan,2009,1,3,20,5,1,6.6,Jurm,Afghanistan,Great,Intermediate,501187233627271.44,unknown,36.419,Evening,Winter,0.03222656249999999,False
"M 7.7 - 140 km WNW of Manokwari, Indonesia",7.7,2009-01-03 19:43:00,5,7,unknown,0,918,us,288,0.0,29.8,mwc,17.0,-0.414,132.885,"Manokwari, Indonesia",Unknown,Indonesia,2009,1,3,19,5,1,7.7,Manokwari,Indonesia,Catastrophic,Very Shallow,2.2387211385683468e+16,unknown,0.414,Evening,Winter,0.45294117647058824,True
"M 7.4 - 135 km NW of Gorontalo, Indonesia",7.4,2008-11-16 17:02:00,9,7,unknown,0,848,us,365,0.0,33.7,mww,30.0,1.271,122.091,"Gorontalo, Indonesia",Unknown,Indonesia,2008,11,16,17,6,4,7.4,Gorontalo,Indonesia,Severe,Very Shallow,7943282347242854.0,unknown,1.271,Afternoon,Fall,0.24666666666666667,True
"M 6.7 - 19 km SW of Brisas Barra de Suchiate, Mexico",6.7,2008-10-16 19:41:00,5,6,unknown,0,731,us,481,0.0,28.6,mwc,24.0,14.423,-92.364,"Brisas Barra de Suchiate, Mexico",Unknown,Mexico,2008,10,16,19,3,4,6.7,Brisas Barra de Suchiate,Mexico,Great,Very Shallow,707945784384140.2,unknown,14.423,Evening,Fall,0.2791666666666667,True
"M 6.7 - 131 km SE of Nookat, Kyrgyzstan",6.7,2008-10-05 15:52:00,0,6,unknown,0,691,us,529,0.0,22.3,mwc,27.4,39.533,73.824,"Nookat, Kyrgyzstan",Asia,Kyrgyzstan,2008,10,5,15,6,4,6.7,Nookat,Kyrgyzstan,Great,Very Shallow,707945784384140.2,unknown,39.533,Afternoon,Fall,0.24452554744525548,True
"M 6.8 - 122 km SSE of Obihiro, Japan",6.8,2008-09-11 00:20:00,0,6,unknown,0,711,us,500,0.0,22.2,mwc,25.0,41.892,143.754,"Obihiro, Japan",Unknown,Japan,2008,9,11,0,3,3,6.8,Obihiro,Japan,Great,Very Shallow,1000000000000000.0,unknown,41.892,Night,Summer,0.272,True
"M 6.6 - 73 km WNW of Tobelo, Indonesia",6.6,2008-09-11 00:00:00,0,6,unknown,0,670,us,463,0.0,14.1,mwc,96.0,1.885,127.363,"Tobelo, Indonesia",Unknown,Indonesia,2008,9,11,0,3,3,6.6,Tobelo,Indonesia,Great,Shallow,501187233627271.44,unknown,1.885,Night,Summer,0.06874999999999999,False
"M 6.9 - 75 km WNW of Sola, Vanuatu",6.9,2008-09-08 18:52:00,0,6,unknown,0,732,us,531,0.0,14.9,mwc,110.0,-13.501,166.967,"Sola, Vanuatu",Unknown,Vanuatu,2008,9,8,18,0,3,6.9,Sola,Vanuatu,Great,Shallow,1412537544622761.2,unknown,13.501,Afternoon,Summer,0.06272727272727273,False
"M 6.7 - 221 km NE of Jumla, Nepal",6.7,2008-08-25 13:21:00,4,7,unknown,0,692,us,325,0.0,28.0,mwc,12.0,30.901,83.52,"Jumla, Nepal",Asia,People's Republic of China,2008,8,25,13,0,3,6.7,Jumla,Nepal,Great,Very Shallow,707945784384140.2,unknown,30.901,Afternoon,Summer,0.5583333333333333,True
"M 6.8 - 29 km ENE of Morioka, Japan",6.8,2008-07-23 15:26:00,8,7,unknown,0,1046,us,633,0.0,20.2,mwc,108.0,39.802,141.464,"Morioka, Japan",Asia,Japan,2008,7,23,15,2,3,6.8,Morioka,Japan,Great,Shallow,1000000000000000.0,unknown,39.802,Afternoon,Summer,0.06296296296296296,False
"M 7.0 - 107 km E of Namie, Japan",7.0,2008-07-19 02:39:00,5,5,unknown,0,840,us,577,0.0,18.2,mwc,22.0,37.552,142.214,"Namie, Japan",Unknown,Japan,2008,7,19,2,5,3,7.0,Namie,Japan,Great,Very Shallow,1995262314968882.8,unknown,37.552,Night,Summer,0.3181818181818182,True
"M 6.9 - 151 km E of Namie, Japan",6.9,2008-07-19 02:39:00,5,5,unknown,0,825,duputel,0,0.0,0.0,mww,25.5,37.55,142.714,"Namie, Japan",Unknown,Japan,2008,7,19,2,5,3,6.9,Namie,Japan,Great,Very Shallow,1412537544622761.2,unknown,37.55,Night,Summer,0.2705882352941177,True
"M 6.6 - 124 km SW of Bamboo Flat, India",6.6,2008-06-27 11:40:00,4,5,unknown,0,680,us,630,0.0,18.4,mwc,17.0,11.005,91.824,"Bamboo Flat, India",Unknown,India,2008,6,27,11,4,2,6.6,Bamboo Flat,India,Great,Very Shallow,501187233627271.44,unknown,11.005,Morning,Spring,0.388235294117647,True
"M 6.9 - 24 km WSW of Mizusawa, Japan",6.9,2008-06-13 23:43:00,7,8,unknown,0,888,us,654,0.0,17.1,mwc,7.8,39.03,140.881,"Mizusawa, Japan",Asia,Japan,2008,6,13,23,4,2,6.9,Mizusawa,Japan,Great,Very Shallow,1412537544622761.2,unknown,39.03,Evening,Spring,0.8846153846153847,True
"M 7.9 - 58 km W of Tianpeng, China",7.9,2008-05-12 06:28:00,9,9,unknown,0,1870,us,774,0.0,11.3,mwc,19.0,31.002,103.322,"Tianpeng, China",Asia,People's Republic of China,2008,5,12,6,0,2,7.9,Tianpeng,China,Catastrophic,Very Shallow,4.466835921509653e+16,unknown,31.002,Night,Spring,0.41578947368421054,True
"M 6.9 - 78 km NE of Hasaki, Japan",6.9,2008-05-07 16:45:00,5,5,unknown,0,910,us,519,0.0,21.1,mwc,27.0,36.164,141.526,"Hasaki, Japan",Unknown,Japan,2008,5,7,16,2,2,6.9,Hasaki,Japan,Great,Very Shallow,1412537544622761.2,unknown,36.164,Afternoon,Spring,0.2555555555555556,True
"M 7.3 - 71 km SW of Isangel, Vanuatu",7.3,2008-04-09 12:46:00,0,6,unknown,0,820,us,486,0.0,13.4,mwc,33.0,-20.071,168.892,"Isangel, Vanuatu",Unknown,Vanuatu,2008,4,9,12,2,2,7.3,Isangel,Vanuatu,Severe,Very Shallow,5623413251903491.0,unknown,20.071,Morning,Spring,0.2212121212121212,True
"M 7.2 - 226 km SE of Hotan, China",7.2,2008-03-20 22:32:00,0,7,unknown,0,798,us,532,0.0,25.9,mwc,10.0,35.49,81.467,"Hotan, China",Asia,People's Republic of China,2008,3,20,22,3,1,7.2,Hotan,China,Severe,Very Shallow,3981071705534985.5,unknown,35.49,Evening,Winter,0.72,True
M 6.9 - Philippine Islands region,6.9,2008-03-03 14:11:00,4,5,unknown,0,740,us,544,0.0,25.9,mwc,24.0,13.351,125.63,Philippine Islands region,Unknown,Unknown,2008,3,3,14,0,1,6.9,Philippine Islands region,,Great,Very Shallow,1412537544622761.2,unknown,13.351,Afternoon,Winter,0.28750000000000003,True
"M 6.7 - 155 km SSW of Padang, Indonesia",6.7,2008-02-25 21:02:00,5,6,unknown,0,696,us,543,0.0,15.1,mwc,25.0,-2.245,99.808,"Padang, Indonesia",Unknown,Indonesia,2008,2,25,21,0,1,6.7,Padang,Indonesia,Great,Very Shallow,707945784384140.2,unknown,2.245,Evening,Winter,0.268,True
"M 6.6 - 161 km SSW of Padang, Indonesia",6.6,2008-02-25 18:06:00,4,6,unknown,0,674,us,421,0.0,17.7,mwc,25.0,-2.332,99.891,"Padang, Indonesia",Unknown,Indonesia,2008,2,25,18,0,1,6.6,Padang,Indonesia,Great,Very Shallow,501187233627271.44,unknown,2.332,Afternoon,Winter,0.264,True
"M 7.2 - 164 km WSW of Sungai Penuh, Indonesia",7.2,2008-02-25 08:36:00,4,7,unknown,0,832,us,505,0.0,18.4,mwc,25.0,-2.486,99.972,"Sungai Penuh, Indonesia",Unknown,Indonesia,2008,2,25,8,0,1,7.2,Sungai Penuh,Indonesia,Severe,Very Shallow,3981071705534985.5,unknown,2.486,Morning,Winter,0.28800000000000003,True
"M 6.5 - 166 km WSW of Sungai Penuh, Indonesia",6.5,2008-02-24 14:46:00,4,6,unknown,0,654,us,429,0.0,28.3,mwc,22.0,-2.405,99.931,"Sungai Penuh, Indonesia",Unknown,Indonesia,2008,2,24,14,6,1,6.5,Sungai Penuh,Indonesia,Major,Very Shallow,354813389233576.06,unknown,2.405,Afternoon,Winter,0.29545454545454547,True
"M 7.4 - 56 km NW of Sinabang, Indonesia",7.4,2008-02-20 08:08:00,5,7,unknown,0,914,us,607,0.0,16.4,mwc,26.0,2.768,95.964,"Sinabang, Indonesia",Unknown,Indonesia,2008,2,20,8,2,1,7.4,Sinabang,Indonesia,Severe,Very Shallow,7943282347242854.0,unknown,2.768,Morning,Winter,0.2846153846153846,True
"M 6.5 - 50 km S of Koróni, Greece",6.5,2008-02-14 12:08:00,8,5,unknown,0,692,us,650,0.0,30.7,mwc,28.0,36.345,21.863,"Koróni, Greece",Europe,Greece,2008,2,14,12,3,1,6.5,Koróni,Greece,Major,Very Shallow,354813389233576.06,unknown,36.345,Morning,Winter,0.23214285714285715,True
"M 6.9 - 35 km S of Methóni, Greece",6.9,2008-02-14 10:09:00,6,6,unknown,0,941,us,645,0.0,30.6,mwc,29.0,36.501,21.67,"Methóni, Greece",Europe,Greece,2008,2,14,10,3,1,6.9,Methóni,Greece,Great,Very Shallow,1412537544622761.2,unknown,36.501,Morning,Winter,0.23793103448275862,True
"M 6.5 - 9 km SSW of General Pascual Fentes, Mexico",6.5,2008-02-12 12:50:00,7,6,unknown,0,723,us,521,0.0,27.6,mwc,83.0,16.357,-94.304,"General Pascual Fentes, Mexico",Unknown,Mexico,2008,2,12,12,1,1,6.5,General Pascual Fentes,Mexico,Major,Shallow,354813389233576.06,unknown,16.357,Morning,Winter,0.0783132530120482,False
